글번호,문장
122,"['귀국 尹대통령, ‘대백제전’ 찾아... “고향에 오니 힘난다”']"
122,"['\n방미 마치고 귀국 후 곧바로 충남 공주行”공주·부여 역사·문화 거점으로 만들 것”\n\n\n\n윤석열 대통령이 23일 오후 충남 공주시 금강신관공원에서 열린 2023 대백제전 개막식에서 축사하고 있다./연합뉴스\t\t\t\t\t\t\t\t\t\t미국 뉴욕 방문을 마치고 23일 오후 귀국한 윤석열 대통령이 이날 저녁 충남 공주에서 열린 대백제전 개막식을 찾았다. 윤 대통령은 이날 경기 성남 서울공항에 도착해 곧바로 전용 헬리콥터를 타고 공주로 향했다.윤 대통령은 개막식 연설에서 “조금 전 뉴욕 유엔총회 순방 일정을 마치고 막 도착해서 헬기를 타고 이리로 왔다”며 “4박5일 동안 49개의 외교 행사를 마치고 고단한 몸으로 비행기에 몸을 실었지만 제 고향에 오니까 힘이 난다”고 인사했다. 윤 대통령은 이어 “어릴 적에 아버지를 따라 서울에서 기차를 타고 조치원역에 내려서, 또 시외버스를 타고 공주 터미널에 내려서 금강을 건너 봉황동 큰집에 간 기억이 지금도 생생하다”며 “작년 3월 3일 대선 직전에 공산성 광장에서 보여주신 공주, 부여, 청양, 충남도민 여러분의 뜨거운 함성이 지금도 제게 큰 힘이 되고 있다”고 했다.윤 대통령은 “찬란한 문화를 꽃피운 백제의 유산은 아시아 문화 발전을 이끌어간 것은 물론이거니와 전 세계가 주목하는 K컬처의 DNA가 되었다”며 “앞으로도 대백제전이 백제 문화를 세계에 널리 알리는 축제로 발전해 가기를 바라며 든든하게 뒷받침하겠다”고 했다. 윤 대통령은 “선거 때도 이곳 공주 부여를 세계가 주목하는 역사 문화 거점으로 만들겠다고 약속드렸다”면서 “실천하겠다”고 했다.윤 대통령은 “오래전에 박정희 대통령께서 이곳 대덕을 우리나라 방위산업 연구의 중심지로 만드시고 그것을 기점으로 해서 대덕과 충남지역이 우리 미래 산업의 거점이 되었다”며 “지난 4월 충남도와 삼성디스플레이 간 4조1000억 원 규모의 신규 투자 협약식에서 충남도가 전략적으로 키우고 있는 차세대 디스플레이와 모빌리티 산업에 전폭적으로 지원하겠다고 약속드렸다”고 했다. 윤 대통령은 또 “지난 7월 천안·아산을 디스플레이 특화단지로 지정함과 아울러 지난 3월에 발표한 천안, 홍성 두 곳에 신규 국가 첨단 산업단지가 조속히 조성되도록 빈틈없이 챙기고 밀어붙이겠다”고 했다.\n\n\n\n윤석열 대통령이 23일 충청남도 공주시 금강신관공원에서 열린 2023 대백제전에서 시민들과 공연을 지켜보고 있다./뉴스1\t\t\t\t\t\t\t\t\t\t이날 행사에는 아이보시 고이치 주한 일본대사, 가와카쓰 헤이타 시즈오카현 지사, 야마시타 마코토 나라현 지사, 이와타 구니오 나려현의회 의장 등 일본 외교 사절도 참석했다. 윤 대통령은 “백제 문화가 일본 고대문화와 긴밀한 교류를 하면서 일본 고대문화에 많은 영향을 미친것 다들 알고 계시지 않느냐”라며 “그래서 오늘 대백제전을 축하하기 위해 이 자리에 참석해 주신 주한일본 대사님, 시즈오카현 지사님, 나라현 지사님께도 감사드린다”고 했다.이날 행사에는 정부에서 이상민 행정안전부 장관, 국회에서 국민의힘 정진석·홍문표·이명수·성일종·장동혁 등 충남 지역 국회의원, 지방자치단체에서 김태흠 충남지사, 이장우 대전시장, 최민호 세종특별자치시장, 김영환 충북도지사, 조길연 충남도의회 의장 등이 참석했다.\n']"
123,['“박성광 동기‧유재석이 꽂아줘” 여성들에 접근한 개그맨 정체']
124,['한덕수 “항저우까지 1시간 반 걸렸다” 시진핑 “양국이 참 가깝다”']
124,"['\n\n\n\n\n한덕수(왼쪽) 국무총리와 시진핑 중국 국가주석이 23일 중국 항저우에서 양자 회담을 하기 위해 만나 악수를 하고 있다. /국무총리실\t\t\t\t\t\t\t\t\t\t항저우 아시안게임 개막식 참석을 위해 방중한 한덕수 국무총리는 23일 시진핑 국가주석과 양자 회담을 갖기 전 참가국 지도자급 인사들을 초청한 오찬 행사에 참석했다. 정부 관계자에 따르면 한 총리는 이 행사에 시 주석과 가장 앞에 나란히 서서 입장했다. 시 주석이 “언제 중국에 오셨느냐”고 묻자 한 총리가 “오늘 아침에 왔다”고 했고, 시 주석이 “비행기로 3시간 정도 걸리느냐”고 비행시간을 묻자 한 총리가 “1시간 30분 정도밖에 안 걸렸다”고 답했다. 그러자 시 주석이 “중국과 한국 양국이 정말 가깝다”고 말했다고 한다.한 총리는 식사 때는 왕이 중국 외교부장과 나란히 앉았다. 정부 관계자는 “두 분이 한중 관계에 대해 많은 얘기를 하셨다”며 “왕이 부장이 한중관계를 잘 관리하고 싶은 마음에 한 총리 옆 자리에 앉지 않았나 싶다”고 했다. 이 관계자는 “그동안 한미 협력이 강해지면서 한중 관계가 소원해지는 것 아니냐는 일각의 우려가 있었다”며 “아세안 정상회의 때 윤석열 대통령과 리창 중국 총리 회담에 이어 이번 시진핑 주석과 한 총리 회담을 통해서 한중 관계가 잘 관리되고 있다는 걸 확실히 보여줬다”고 했다.\n']"
125,"['韓총리 만난 시진핑 “방한·부산엑스포 지지, 진지하게 검토하겠다”']"
125,"['\n\n\n\n\n한덕수 국무총리(왼쪽)가 23일 중국 항저우 시후 국빈관에서 시진핑 중국 국가주석과 기념 촬영을 하고 있다. /국무총리실\t\t\t\t\t\t\t\t\t\t항저우 아시안게임 개회식 참석을 위해 방중(訪中)한 한덕수 국무총리가 23일 시진핑 중국 국가주석과 양자 회담을 가졌다. 한 총리와 시 주석은 이날 오후 4시 30분(현지 시각)부터 중국 항저우 시후(西湖) 국빈관에서 26분간 회동했다. 시 주석은 “개회식 참석을 위한 한 총리의 중국 방문을 환영하고, 체육 강국인 한국이 이번 대회에서 좋은 성적을 거두길 기대한다”며 “중국과 한국이 좋은 이웃으로서 상호 우호와 신뢰로 전략적 동반자 관계를 계속 발전시켜 나가길 희망한다”고 말했고, 한 총리는 “아시안게임 성공 개최와 건강하고 성숙한 한중 관계 발전을 기원한다”고 했다고 정부 고위 관계자가 밝혔다 .시 주석은 이날 회담에서 방한(訪韓) 문제와 부산 엑스포 지지를 진지하게 검토하겠다고 밝혔다. 정부 고위 관계자는 “방한 문제는 우리가 거론하기 전에 시 주석이 먼저 언급했다”며 “본인이 방한하실 차례인 걸 아셨다”고 전했다. 시 주석은 박근혜 정부 시절이던 2014년 이후 한국에 방문한 적이 없다. 부산 엑스포에 대해선 “부산 엑스포를 유치할 수 있도록 우리가 중국에 지지를 요청했고, 이에 대해 진지하게 검토하겠다고 했다”고 말했다.이날 회담에선 한국이 추진 중인 한·일·중 정상회의에 대한 언급도 나왔다. 시 주석은 “적절한 시기에 개최를 환영한다”고 말했고, 한 총리는 “다음 주 개최되는 고위급 회의를 시작으로 외교장관 회의를 거쳐서 조속히 정상회의가 개최될 수 있도록 노력하겠다”고 말했다. “한반도 문제와 관련해 중국이 건설적인 역할을 계속해달라”는 한 총리의 요청에 시 주석은 “남북 양측의 화해, 협력을 일관되게 지지한다”며 “한반도 평화 안정을 위해 중국도 계속 노력하겠다”고 답했다.\n\n\n\n항저우 아시안게임 개막식 참석을 위해 중국을 방문한 한덕수 국무총리가 23일 오후 중국 항저우 저장성 항저우 시후 국빈관에서 시진핑 중국 국가 주석과 만나 악수를 하고 있다. /국무총리실 제공\t\t\t\t\t\t\t\t\t\t한국 최고위급이 시 주석과 회담한 것은 지난해 11월 인도네시아 발리에서 열린 G20 정상회의에서 윤석열 대통령과 시 주석의 정상회담 이후 10개월 만이다. 지난 7일엔 자카르타 아세안 정상회의에서 중국 권력 서열 2위 리창 총리가 윤 대통령과 회담했다. 정부 관계자는 “4년 반만에 이뤄진 우리나라 총리의 방중이며, 코로나 이후 한국 최고위급 인사의 첫 방중”이라며 “작년부터 이어져 온 한중 최고위급의 소통이 이번 방중을 계기로 양국 교류로 이어져 나가는 뜻깊은 모멘텀이 될 것”이라고 했다.\n\n\n\n제19회 아시안게임 개막식 참석을 위해 중국을 방문한 한덕수 국무총리가 23일 오후(현지시간) 중국 항저우 저장성 항저우 시후 국빈관에서 시진핑 중국 국가 주석과 회담하고 있다./국무총리실 제공 \n']"
126,"['시진핑, 韓총리에 “양국, 떼려야 뗄수 없는 동반자”']"
126,['\n中 항저우서 30분간 회담\n\n\n\n제19회 아시안게임 개막식 참석을 위해 중국을 방문한 한덕수 국무총리가 23일 오후(현지 시각) 중국 항저우 저장성 항저우 시후 국빈관에서 시진핑 중국 국가 주석을 만나 악수하고 있다./연합뉴스\t\t\t\t\t\t\t\t\t\t시진핑 중국 국가 주석이 23일 한덕수 국무총리와 만나 “안정적이고 실질적인 중한 관계는 양국과 양국 인민의 공동이익에 부합하고 지역의 평화와 발전을 촉진하는 데 도움이 된다”고 말했다. 또 시 주석은 한 총리의 방한 요청에 대해 “방한 문제를 진지하게 검토하겠다”고 화답했다고 현지 언론은 전했다.중국중앙TV(CCTV)가 공개한 1분 44초 분량의 영상에 따르면 시 주석은 이날 오후 저장성 항저우 시후 국빈관에서 제19회 아시안게임 개막식 참석을 위해 방중한 한 총리를 면담한 자리에서 “중한 관계는 이사 갈 수 없는 가까운 이웃이자 떼려야 뗄 수 없는 협력 동반자”라며 이같이 밝혔다. 정부는 한 총리와 시 주석이 30분 간 회담을 나눴다고 밝혔다.시 주석은 또 1992년 한중 수교 이후 양국 관계가 빠르게 발전했다는 점을 강조하며 “올해는 양국이 새로운 30년을 시작하는 해”라면서 “전략적 협력 동반자 관계를 시대에 맞춰 발전시키기 위해 노력할 것”이라고 언급했다. 시 주석은 이와 함께 “윤석열 대통령에게 안부를 전해달라”면서 아세안 게임과 관련해 대규모 선수단 파견에 사의를 표했다. 이어 “한국은 스포츠 강국으로 많은 종목에서 강점이 있다”며 “선전을 기원한다”고 덧붙였다.한 총리와 시 주석의 면담이 성사되면서 이달 7일 아세안 정상회의에서 진행된 윤석열 대통령과 중국 권력 서열 2위 리창 총리의 회담 이후 16일 만에 한중 최고위급이 다시 만나게 됐다. 한편 시 주석은 박근혜 정부 시절인 2014년 7월 국빈 방한을 마지막으로 한국을 찾지 않았다.조선일보 국제부가 픽한 글로벌 이슈! 뉴스레터 구독하기 ☞ https://page.stibee.com/subscriptions/275739국제퀴즈 풀고 선물도 받으세요! ☞ https://www.chosun.com/members-event/?mec=n_quiz\n']
127,"['국회 석방 요구로 풀려난 의원, 비회기때 재구속…한동훈이 검사였다']"
127,"['\n야권 “이재명 구속시 석방 결의해야” 주장   2004년 재구속 사례 보니\n\n\n\n이재명 더불어민주당 대표가 지난 12일  쌍방울그룹 대북송금 의혹과 관련 조사를 받기 위해 경기 수원시 영통구 수원지방검찰청에 출석하고 있다. /뉴스1\t\t\t\t\t\t\t\t\t\t23일 이재명 더불어민주당 대표 강성 지지층에서는 이 대표가 구속될 경우 민주당이 국회에서 ‘석방요구결의안’을 통과시켜 석방해야 한다는 주장이 나오고 있다. 이런 가운데 지난 2004년 국회 석방요구결의안 가결로 풀려난 의원이 비회기 때 재수감 됐을 당시 담당 검사가 한동훈 법무부장관이었다는 사실이 다시 주목 받고 있다.지난 2004년 2월 9일 국회 본회의에서 불법자금 수수혐의로 구속된 한나라당 서청원 전 대표에 대한 석방요구결의안이 채택됐다. 다수당이면서 야당이었던 한나라당은 서 전 대표에 대한 석방요구결의안을 찬성 158, 반대 60, 기권 2표로 통과시켰다. 당시 한나라당 맹형규·박종희 의원 등은 석방동의안을 제출했고, 당 지도부가 본회의 불상정을 결정하자 이날 의안변경안을 통해 석방결의안을 본회의에 상정했다.국회법은 ‘국회의원이 회기 전에 체포 또는 구금된 때에는 현행범인이 아닌 한 국회의 요구가 있으면 회기 중 석방된다’는 헌법 44조에 따라 국회에서 국회의원 석방을 요구할 수 있게 하고 있다. 이에 따라 서 전 대표는 구속된 지 12일 만에 석방됐다.2004년 3월 12일 국회 회기가 끝나면서 서 전 대표는 재수감 대상이 됐다. 헌법은 ‘회기 중’에만 국회의원을 석방하도록 규정하고 있다. 그러나 서 전 대표는 회기 종료 후 병원에 입원하면서 건강 상태 등을 이유로 수감을 피하려했다.이때 대검 중수부 소속이었던 한동훈 검사는 서 전 대표의 병원을 찾아 의사 면담 등을 통해 수감 생활이 가능한 건강 상태라는 걸 입증했다. 결국 서 전 대표는 석방된 지 36일 만인 3월 16일 재수감 됐다. 당시 서 전 대표는 병원 검진을 마친 뒤 오후 1시반쯤 상도동 자택에서 서울구치소로 직행해 재수감 절차를 밟았다. 국회 석방요구 결의안으로 구속 중인 의원이 석방된 사례는 과거에도 있었지만 재수감된 건 서 전 대표가 처음이었다.야권 일각에서는 이 대표가 구속될 경우 민주당이 석방 요구결의안을 활용할 수도 있다는 관측이 나온다. 국회에 따르면 12월 정기국회가 끝난 뒤 다음 회기부터 석방 요구안을 올릴 수 있다. 석방 요구안은 재적 의원 4분의 1이 발의하고, 본회의에서 재적 의원 과반수 출석과 출석 의원 과반수 찬성으로 통과 가능하다.다만 민주당은 아직 이 대표가 법원의 영장실질 심사도 받지 않은 상태인 만큼 전략을 논의하지는 않는다는 입장이다. 민주당이 석방 요구결의안을 국회 표결에 부칠 수 있을지도 미지수다. 국회 관계자는 “이 대표의 체포동의안이 149명의 찬성으로 가결된 상황에서 석방 요구 결의안이 부결될 경우 역풍을 우려할 수 밖에 없을 것”이라고 했다.\n']"
128,['‘가짜뉴스’ 인정한 김의겸 “취재에 구멍…한동훈 관심 놀라워”']
128,"['\n\n\n\n\n왼쪽부터 한동훈 법무부장관과 김의겸 더불어민주당 의원. /뉴시스\t\t\t\t\t\t\t\t\t\t김의겸 더불어민주당 의원이 이재명 대표의 영장실질심사를 담당하는 판사와 한동훈 법무부 장관이 대학 동기라고 주장한 자신의 실수를 인정했다. 그러면서도 “저에 대한 한동훈 장관의 각별한 관심이 놀랍다”고 했다.김 의원은 23일 자신의 페이스북에 “제가 어제 이재명 대표 구속영장과 관련해 한 말을 두고 한동훈 장관이 또 겁을 주고 있다”고 했다.김 의원은 전날 KBS 라디오에서 “(영장) 발부가 될 거라고 보는 분들의 논거는, 판사를 검찰이 선택을 했다. 가장 유리하다고 생각하는 영장전담 판사를 선택한 것이다. 그리고 그 판사가 하필이면 한동훈 장관의 서울대 법대 92학번 동기”라고 말했다.그러나 이 대표의 영장심사를 담당하는 유창훈 서울중앙지법 영장전담 부장판사와 한 장관은 1973년생으로 나이는 같지만, 학번은 다르다. 한 장관은 92학번, 유 부장판사는 93학번이다.이에 대해 김 의원은 “제가 취재하는 과정에서 구멍이 있었나 보다”라며 “잘못 알았다”고 했다. 해당 정보를 준 서울대 법대 92학번 법조인이 “한 장관과 영장전담판사, 나 모두 92학번 동기”라고 말했다고 김 의원은 주장했다. 김 의원은 법조인대관에서 두 사람의 생년월일과 고등학교 졸업년도를 확인했다고 했다. 정작 가장 중요한 대학 입학년도는 확인하지 못했지만, 김 의원은 “믿지 않을 이유가 없었다”고 했다.김 의원은 “한동훈 장관이 또 소송을 걸어올 게 분명하니 제 취재수첩은 법정에 제출하겠다”고 했다.그는 “모든 걸 떠나 저에 대한 한동훈 장관의 각별한 관심이 놀랍다”고 했다. 이어 “30분 가까이 라디오 인터뷰를 했는데 그 한 마디를 놓치지 않고 문제를 삼았다”며 “돈봉투 부스럭거리는 소리도 들을 수 있는 청력, 충분히 인정할 만하다”고 했다.김 의원은 “이재명 대표에 대한 구속영장이 발부되느냐, 기각되느냐에 따라 자신의 운명도 걸려있으니 속이 타 들어간다는 걸 한동훈 장관의 신경질적인 반응이 입증해주고 있다”고 했다. 그러면서 한 장관의 모습을 보니 이 대표의 구속영장이 기각될 확률을 50%에서 70%로 수정한다고 했다.한편, 법무부는 “한 장관과 김 의원이 언급한 판사는 대학 동기가 아니고 서로 일면식도 없다”며 “여러 차례 가짜뉴스를 유포하고서도 어떠한 사과나 시정조치를 하지 않았던 김 의원이 이번에는 재판에 부당한 영향을 끼칠 의도로 공영방송에서 가짜뉴스를 유포하는 것에 대해 필요한 조치를 할 예정”이라고 밝혔다.\n']"
129,['서울·김포서 일가족 5명 숨진 채 발견...‘돈문제 갈등’ 유서 나와']
129,"['\n\n\n\n\n서울 송파경찰서\t\t\t\t\t\t\t\t\t\t서울 송파구와 경기 김포시에서 일가족 5명이 숨진 채로 발견돼 경찰이 수사에 착수했다. 경찰은 가족 3명이 사망한 현장에서 ‘돈 문제로 갈등이 있었다’는 내용의 유서를 발견한 것으로 알려졌다.서울 송파경찰서는 23일 일가족 5명이 서울 송파와 경기 김포시 등 3군데에서 숨진 채 발견된 사건에 대해 수사 중이라고 밝혔다.경찰에 따르면 이날 오전 7시 29분쯤 송파구의 한 아파트 단지에서 40대 여성 A씨가 추락했다는 신고가 접수됐다. A씨는 병원으로 옮겨졌으나 결국 의식을 찾지 못하고 숨졌다. A씨가 발견된 아파트는 A씨의 친정이 있던 것으로 파악됐다.경찰은 A씨의 동선을 추적하던 도중 A씨의 가족 4명도 사망한 것을 확인했다. A씨의 송파구 소재 주거지인 한 빌라에서는 A씨의 남편과 시어머니와 시누이 3명이 숨진 채로 발견됐다. A씨의 10대 딸은 경기도 김포 소재의 한 호텔에서 숨진 채 발견됐다.A씨 남편과 시어머니, 시누이가 숨진 현장에서는 유서가 발견됐는데 해당 유서에는 생활고와 관련한 내용, 가족 간에 채권·채무 문제로 갈등을 빚었다는 내용이 있는 것으로 알려졌다.경찰 조사 과정에서 A씨가 사망 전날 22일 딸과 함께 김포의 한 호텔에 투숙했다가 이날 오전 혼자 호텔을 나선 사실도 파악됐다.경찰 관계자는 “정확한 사망 원인과 경위를 조사하는 중”이라며 “딸을 제외한 가족 4명은 극단적 선택을 한 것으로 추정하고 있고, 호텔에서 발견된 A씨의 딸에 대해서는 부검을 진행할 예정”이라고 밝혔다.\n']"
130,['“학계와 협조해 투자 종목 선정… 최소 5년 이상 보유를”']
130,"['\n386조 굴리는 베일리 기포드 아시아 태평양 총괄 인터뷰\n\n\n\n데이비드 헨더슨 베일리 기포드 홍콩 최고경영자 겸 아시아 비즈니스 총괄은 지난 22일 서울 여의도 신영증권빌딩에서 본지와의 인터뷰에서 베일리 기포드의 투자철학을 설명하고 있다./남강호 기자\t\t\t\t\t\t\t\t\t\t“기업의 펀더멘털(기초여건)이 굳건하다면 주가 하락은 오히려 매수의 기회로 활용할 수 있습니다.”자금 운용 규모 2928억달러(386조원)에 이르는 115년 전통의 영국 자산운용사 베일리 기포드의 데이비드 헨더슨 아시아 태평양 비즈니스 총괄은 22일 본지 인터뷰에서 장기 투자의 중요성을 강조하며 이 같이 말했다.베일리 기포드는 성장성이 큰 투자 기업을 발굴해 장기간 보유하는 전략으로 ‘장기 투자의 전설’이라고 불린다. 실제 베일리 기포드는 테슬라 주가가 7달러 수준일 때 과감하게 거액을 투자해 한때 테슬라 2대 주주에 오르기도 했다. 테슬라 주식을 11년간 보유했는데, 그동안 테슬라 주가는 82배로 뛰었다. 19년 전 투자한 아마존 주가도 63배 올랐다.이 같은 성과는 독특한 투자 종목 선정 방식에 있다. 헨더슨 총괄은 “최소 5년 이상 보유하면서 5배 이상의 주가 상승을 기대할 수 있는 종목을 골라 투자한다”면서 “이를 위해서 학계와 긴밀하게 협조해 투자 종목을 고른다”고 말했다. 혁신을 이끌만한 기업을 고르기 위해 관련 분야에 가장 권위 있는 학자를 찾아 연구를 지원하고, 그 결과물을 종목 선정에 이용한다는 설명이다.치열한 내부 토론도 거친다. 헨더슨 총괄은 “기업의 경쟁 우위가 무엇인지, 소비자들이 왜 이 기업을 좋아하는지 등 10개 질문을 바탕으로 투자할 종목과 투자를 그만할 종목을 고른다”면서 “다양한 관점에서 종목을 바라보기 위해 운용역들도 재무나 회계 전공자뿐만 아니라 철학, 역사학 등 다양한 전공자들로 구성돼 있다”고 말했다.헨더슨 총괄은 장기 투자할 땐 기업의 펀더멘털과 주가를 분리해서 봐야 한다고 강조했다. 헨더슨 총괄은 “테슬라의 경우 11년간 투자하면서 주가가 30% 이상 내린 경우가 8번이나 있었다”면서 “펀더멘털이 흔들리지 않았다는 판단 때문에 주가가 내릴 때 오히려 테슬라 주식을 더 담을 수 있었다”고 말했다. 그는 또 “장기적인 관점에서 의사 결정을 할 수 있는 창립자나 그 가족이 회사를 운영하고 있는지도 중요하다”고 덧붙였다.➡️”왜 내 주식만 안올랐지? 지금은 어디에 투자해야 하지?” 조선일보 경제 유튜브 채널 ‘머니’에 업로드 되는 ‘머니머니 시즌2′에서 돈 되는 정보를 알려드립니다. 네이버·다음 등 포털사이트에선 다음 링크를 복사해서 접속해 보세요.(https://youtu.be/A3hQKtFNqF0)\n']"
131,"['이하림, ‘난적’ 넘지 못하고 남자 유도 60kg급 은메달']"
131,"['\n결승서 정규시간 30초 남기고 대만의 양융웨이에 절반 뺏겨...상대 전적 4전 4패\n\n\n\n24일 중국 항저우 샤오산 린푸 체육관에서 열린 항저우 아시안게임 유도 남자 60kg급 결승전에서 이하림이 대만 양융웨이와 대결하고 있다. /연합뉴스\t\t\t\t\t\t\t\t\t\t이하림(26·한국마사회)이 항저우 아시안게임 유도 종목에서 한국에 첫 메달을 안겼다.이하림(세계랭킹 3위)은 24일 샤오산 린푸 체육관에서 열린 남자 60kg급 결승에서 대만의 양융웨이(26·세계랭킹 7위)에 절반 득점을 뺏기며 져 2위를 했다. 4분 경기의 30초를 남기고 업어치기를 허용했다. 이하림은 이날까지 양융웨이와 통산 4번 싸워 모두 졌다.두 선수는 2018 자카르타-팔렘방 아시안게임에서 나란히 동메달을 땄다. 이후 양융웨이가 2021년 열렸던 도쿄 올림픽에서 은메달을 걸며 앞서 나갔다. 올해 5월에 열렸던 카타르 도하 세계선수권에선 이하림이 3위를 했고, 양융웨이는 16강전에서 탈락했다.이하림은 지난 7월 IJF(국제유도연맹)가 발표한 세계랭킹에서 1위까지 오르기도 했다. 당시 1위였던 양융웨이를 2위로 끌어내렸다.이하림은 이번 아시안게임 1회전을 부전승으로 통과한 뒤 16강전, 8강전, 4강전을 모두 한판승으로 장식하며 결승에 올랐다. 8강전과 4강전은 ‘골든 스코어’ 방식인 연장전에서 승리했다.이하림은 양융웨이도 연장으로 끌고가 제압한다는 작전을 세웠다. 그는 정규 경기 막판 상대의 안다리 공격을 방어했지만, 곧이어 들어온 업어치기 기술을 막지 못했다. 남은 30초 동안 승부를 뒤집기엔 시간이 너무 부족했다.\n']"
132,['“나를 믿고 쳤다”... ‘작은 거인’ 이다연 연장 9m 버디']
133,['김어준 방송 나와 책 홍보한 조국... 총선 출마 묻자 “고민 중”']
