글번호,문장
371037663,"


													항상 소매가. 팔 짧은거 더 티남											
"
371037663,"


													어깨에서 가슴까지가 엄청 기네 키가 커서 그런가											
"
371037663,"


													이제 보니까 걍 치마 길이가 ㅈㄴ 짧네 그래서 더 그래 보임 치마 길이만 길엇어도 이런 소리 안나어ㅏㅅ을듯...											
"
371037663,"


													옷에 갈색 부분 보니까 원래 저런 핏이 나오는 게 맞는 거 같은데 왜 다들 몸 가지고 깜 카리나같이 완벽한 사람이 어디 있다고											
"
371037663,"


													카리나 진짜 일진같이 생김 예쁘고 고양이상이고 얼굴 작아서 비율도 좋으니까 완전 일진같음											
"
371037663,"


													고딩때 g컵인 친구 있었는데 수학여행인가 수련회 가서 어쩌다 같이 씯다 봤는데 속옷 없으니까 그낭 11자로 배꼽까지 오더라. 그래서 속옷 고정력이나 모양에 따라 가슴 위치가 바뀐다고 본인도 무겁고 불편하다 하는데 카리나도 그런 편인 것 같음. 근데 막 뽕이다 뭐다 이러는 애들은 그냥 큰 바스트 한번도 못 본 자격지심 있는 여자거나 여자신체에 대해 환상만 차있는 뭣 모르는 남자일듯											
"
371037663,"


													원래 가슴크면 내려가지않나?											
"
371037663,"

													그룹망하니 판에서 주작밖에못하노											
"
371037663,"


													카리나는 신이 아니다											
"
371037663,"


													진짜 ㅈㅉㅇㄹ개심하구나...ㄷㄷ 저정도면 명치에 달린 혹 아니냐 ㄹㅇ											
"
371037663,"


													앞으론 신이라는 주입 그만하자											
"
371037663,"


													댓글들 진짜 따귀마렵네											
"
371040004,장원영 탈색 했나봐
371040004,"




										
										이더웨이 티저 떴는데 장원영 탈색 한 듯

 




"
371040004,"
ㅁㅊㄸ.. 빠져들것 같아


 "
371040004,"
팬이 채색 해본거라던데


 "
371040004,"
 믿기지가 않네 보고있는데도 미쳤네 진심
"
371040004,"
장원영 금발도 잘 어울리네
"
371040004,"
근데 가발일것 같기도 하고..
"
371040004,"
 짱깨 조선족년들 또 새벽부터 바이럴 추천수 조작해대네 안 뒤지냐 벌레들아
"
371040004,"


													쩝쩝											
"
371040004,"


													일단 장원영 너무 호감임.. 한국여자 아니라는 점에서 ╋100점임 너무 예뻐서 감탄만 나온다 크											
"
371040004,"

													원영아.. 내가 사랑한다 벌써 6년째인데 오늘 더더 사랑햐											
"
371040004,"


													움짤 버전											


 "
371040004,"


													라푼젤 버전											


 "
371040004,"

													빨간색╋금색 하면 완벽하다해 하오											
"
371040004,"


													ㄴㅈㅅ 금발했다고 또 따라하네 ㅋㅋ											
"
371040004,"

													갈수록 이뻐지냐 그리고 금발 도랐..											
"
371040004,"


													금발 촬영하고 바로 검머로 덮은거임?? 그런거면 좀 아깝다 요즘 스타일링 맨날 똑같다고 변화 좀 있었으면 하는 반응도 많은데 기왕 하는거 활동도 탈색 머리면 좋을텐데											
"
371040004,"


													머리 얇고 가는편인거 같던데 탈색해도 괜찮나											
"
371040004,"


													볼살 탱탱한거봐 졸귀다											
"
371040004,"

													진짜 ㅈㄴ사랑함 분위기 뭐야											
"
371040004,"

													짹에 이거 라푼젤 느낌 나는것도 있던데 존예임ㅋㅋㅋㅋㅋ											
"
371040004,"

													아니 구라 안치고 조카 잘 어울림											
"
371040004,"

													대림동의 여신											
"
371040004,"


													너무 평범해서 할말잃음.............................................											
"
371040004,"


													미친..... 원영이가 드디어......와.......											
"
371040004,"


													스타쉽이 트리플타이틀 도전이 많이 초조하긴했나보네 장원영 흑발긴머리컨셉을 깨버릴정도면...화제성으로 뮤비 다들 볼것같긴한데 이번곡으로 제발 해외팬들좀 붙잡아보자..이번에도 해외팬유입없으면 답없음..											
"
371040004,"


													뭐냐... 안 어울릴 줄 알았는데 왜 신비롭게 예뿌냐...											
"
371038455,오늘자 제니 인스타 감동 심하다..
371038455,"





블링크가 찍어준 내 사진이라면서 홈마님들 사진 로고까지 다 남기고 사진 꽉채워서 피드에 올림..



또 한 게시물은 블핑 4명 위주 사진으로 꽉 채워서 피드에 올림 ㅠ
(180만명 66개 공연 케이팝 역사상 최다 수익 투어&역대 전세계 걸그룹 최대 규모 투어가 이로서 끝남..)

+ 인스타 포스팅하고 바로 위버스로 달려와서 솔로 관련 커밍순이라고 암시하고 감.. ㅠ
 




"
371038455,"
 제니 자기 다리 다 잘리기 직전인데도 홈마들 로고 다 살려서 올린 게 개웃김ㅋㅋㅋㅋㅋ


 "
371038455,"
 와 자기가 열심히 찍은 거 가수가 피드 박제까지 해주네 진짜 홈마할맛 나겠다
"
371038455,"
 글에 진심이 보인다 제니야 항상 행복해
"
371038455,"
 제니가 트위터로 서치하는 거 뭔가 상상이 안 됨ㅋㅋㅋㅋㅋ
"
371038455,"
 홈마 사진 꽉 채워서 피드에 올린 건 감동이긴 하다 말도 사랑스럽게 하네
"
371038455,"


													제니 게시글보니까 해체하나보네ㅜㅜ 행복했다											
"
371038455,"

													휴....ㅋㅋㅋㅋ 무서운애네ㅋㅋㅋㅋ 그래서 나는 매일 운동을 더 열심히 해야 겠다는 생각이 든다ㅋㅋㅋㅋ 오늘 엄마 한테 감사 하네ㅋㅋㅋㅋ											


 "
371038455,"


													고척제니 ... 후유증심하다... 진심 레전드였어											
"
371038455,"


													콘서트 마무리기념 작은 선물로 일단 유앤미 나오고, 나중에 제니 솔로 앨범나올듯?  조카좋다											
"
371038455,"


													제니솔로 컴백 ㅠㅠ드디어 ㅠㅠ											
"
371038455,"


													사진하나하나 예술이네 ♡											
"
371038455,"


													제니는 진짜 천년돌 ㅇㅈ 끼부터 남다름 아까 릴스에 제니 휘파람 랩파트 뜬 거 보고 개반했다											
"
371038455,"


													망했어											


 "
371038455,"

													66번이나 했어? 이제 멤버들 다른 소속사 가니까 마지막으로 뽕뽑으려고 엄청 돌렸네											
"
371038455,"


													제니 서치 은근 하는 듯ㅋㅋㅋ 솔로 존버한다											
"
371038455,"


													마지막콘서트라는게 이중적인 뜻인거같아 슬픔											
"
371038455,"


													타팬덤인데 블핑 월드 투어 성황리에 끝나서 축하해											
"
371038455,"

													판 바이럴 원탑 1위 제왑 2위 yg											
"
371038455,"

													블핑 진짜 마지막인건가											
"
371038455,"


													그럼 제니 미공개곡 공개해주려나?? 뮤비도 나왔으면 좋겠다 영상미 대박일듯											
"
371038455,"


													고척 제니											


 "
371038455,"


													고척콘 벌써 일주일 지났다는 게 안 믿김..											


 "
371038455,"


													마지막 콘서트라는데 무슨뜻이야? 설명해줄 블링크들 있어??											
"
371038455,"


													해체인가 보네											
"
371037713,쌍수는 진짜 대단한거다
371037713,"




										
										중딩때 눈 ㄹㅇ 콩알 크기였던 애 있었는데
대학 가기전에 쌍수하고 화장으로 커버하니까 
눈 3배정도 커짐 볼때마다 놀람..
누가 쌍수는 성형 아니고 시술이랬냐
눈 하나로 사람이 달라지는데
 




"
371037713,"
 짤 뭐임 ㅆㅂㅋㅋㅋㅋㅋㅋㅋ
"
371037713,"
 수능철 되니까 또 스멀스멀 성형외과 바이럴 올라오네
"
371037713,"
 근데 진짜 다들 착각하면 안되는게 '쌍수해서 이뻐졌다 '-> 이거는 다른거 다 조화로운 얼굴에서 눈을 업그레이드해서 이뻐진거지
쌍수는 보통 줄만 그어지고 눈이 커지긴해도 ㅈㄴ 드라마틱하게 되는 애들은 거의 없음
"
371037713,"
 그것도 안구 뼈 커서 가능함...나 눈 작은데 무슨 안구뼈 자체가 작다고 수술해도 한계 있다고 들었는데 전보단 낫지만 엄청 커지진 않음 글고 쌍수는 진짜 잃을거 없는 눈이 하면 무조건 전보단 나아서 차이 커보이는듯
"
371037713,"
 콩알 눈이 쌍수한다고 예뻐지는거 못봤는데.. 쌍꺼풀 포함 여러개 한거일걸 이미 어느 정도 괜찮은 눈이여야 쌍수만 해도 예쁨
"
371037713,"
 인상 제일 많이 바뀌는게 쌍수긴함
"
371037713,"


													쌍수 생각이었는데 댓글 보고 사라짐 ㅅㅂ
아니 난 존예도 안바라고 걍 무쌍인 눈이 너무 마음에 안들어 이런경우에 하면 후회하려나											
"
371037713,"


													판녀들 댓글 ㅈㄴ 웃기네 ㅋㅋ 니들이 맨날 여자연예인 사진 올리면서 ㅈㄴ 신격화하던데 걔네들 중 성형 안 한 애들 있냐? 왜 또 이런 소리하면 본판 운운하겠지? ㅋㅋ 응 본판 보니 ㅈㄴ 못생긴 애들 많더라											
"
371037713,"


													대학가면 눈에 줄만그은 티나는 애들 졸라 많음 쌍수해도 다른게 못생기면 별로 안예쁨 ㄹㅇ											
"
371037713,"

													쌍수가 제일 큰 성형이지 사람인상이 확 바뀌는데											
"
371037713,"


													나 같은 경우 쌍수하고 전보다 나아졌다는 소리 꽤 들음.. 그전에는 눈 뜰때 작고 가로로만 긴 눈이라 콤플렉스 였는데 쌍수하고 시원시원 하게 되서 너무 만족함 사실 속눈썹 찌르는거 때문에 겸사겸사 했지만.. 눈이 애초에 완전 작으신 분들은 앞트임이나 뒤트임 무조건 하세요 친구 중에서 눈이 많이 작은 친구였는데 쌍수해서 전보다는 커졌는데 뒤트임을 안해서 그런지 답답해 보이는 느낌이 강함.. 쌍수 고민 중이신분들 중 눈이 심하게 작다 하시면 쌍수 만으로는 차이 별로 없을거에요 왠만해서는 뒤트임도 추천드립니다											
"
371037713,"


													ㅈㄹ하지마 내친구 얼굴에700만원썼는데 계속 못생겼어 그거보고 성형안함											
"
371037713,"


													열군데 정도 상담받았는데 눈동자가 작은애들은 해도 별로임 되려 더작아보여서 범죄자처럼보임 트임도 잘못하면 사자상되고 뒷트임은 그냥 다시붙을확률높음 눈이작은게아니라 앞을터줘서 눈동자기 드러나는건데 눈동자큰애들은 이득인거지 결국 성형도 기본판이좋아야한다는거 얼굴골격도 잘빠져야하고											
"
371037713,"


													그 정도로 변하려면 눈 앞뒤 다 찢어야됨											
"
371037713,"


													얘들아 냅둬라 중고딩들 쌍수하면 여신강림 주경이 될거라 굳게믿고 살아가고있는데 옆에서 백날 말해줘봐야 안들림 나중에 해봐야 별거없구나 알지											
"
371037713,"


													솔직히 눈이 이목구비 이미지 70퍼 차지하는데 당연히 쌍수 전후는 사기적으로 다른게 대부분임. 주변에 쌍수한 사람 진짜 많은데 전부 못알아볼정도로 달라짐											
"
371037713,"


													무슨 시술..ㅋㅋ 얼굴 가장 많이 바뀌는 게 눈인데. 근데 눈 수술만으로 확 이뻐지려면 원래 본판이 이뻐야 하더라. 여고 동창들 정말 거의 다 쌍수했는데 원래 괜찮던 애들 확 이뻐지고 원래 못생겼던 애들 해봐야 그냥 그런데 지가 엄청 이쁜 줄 알고 심지어 나한테 이제 너랑 나랑 동급이라는 둥 말같지도 않은 소리도 하다가.. 다같이 미팅 나갈 때마다 내가 젤 인기 많으니 좀 찌그러지더라고 ㅋㅋㅋ											
"
371037713,"


													성형 잘 되는 얼굴이 따로있다고 들었음											
"
371037713,"


													내주변은 쌍수해서 예뻐진 사람 없더라~/											
"
371037713,"


													근데 쌍수 이뻐지는건 맞는데 티가 안날수가 없음 그래도 이뻐져서 만족											
"
371037713,"


													나도 쌍수하지 마라고 그때 사귀던 남자친구는 콩깍지 씌여서 그럴수있다쳐도 친구들ㅋㅋ이 하지말라고 했는데 제일 못된듯. 성형외과 의사가 딴건 하지말고 눈만 하라고 하더라.. 눈이라도 바뀌어야 인상이라도 바뀌더라											
"
371037713,"


													ㄹㅇ 난데 나는 눈 4배됨 ㅋㅋ 원래 맨날 눈 뜨긴 한거냐 소리 듣다가 지금은 눈이 어쩜 그렇게 왕방울이냐는 소리 듣는데 극과극이라 좀 웃기달까… 나는 원래 눈 가로길이가 길었어서 쌍수도 잘 된 거 같음…! 가로길이 짧으면 쌍수해도 줄만 그이더라											
"
371037713,"


													얼굴에서 제일 먼저 보이는게 눈이고 제일 인상 달라보이는 수술이긴함. 호박에서 수박되는경우도 많고 적어도 호박은 무조건 벗어나게됨											
"
371037713,"


													쌍수해서 무조건 예뻐지는거 아니다라고 방어를하고있는데 쌍수를해서 봐줄만한정도가 된다만 되도 엄청난거임											
"
371037713,"


													원래 눈이 커야 예뻐지지 눈에 줄 하나 긋는게 대부분임(나 포함)											
"
371037713,"


													눈 사방으로 다 터놓고 쌍수 하나 햇다고 무마하는 사람 많더라ㅋㅋ 전후 얼굴이 걍 다른사람인데											
"
371041289,형벌을 약간 수치심 주는 것들로 바꾸면 좋겠음
371041289,"




										
										체포할 때 동물 사냥하듯이 그물 던져서 잡는다든가 연행될 때 상의나 신발 벗고 걷게 하든가 그런거ㅇㅇ

그럼 범죄자 확실히 줄어들거같음 근데 대한민국은 범죄자 인권이 세상에서 가장 소중한 나라라 절대 그럴 일 없을듯									




"
371041289,"
 난 온라인에 신상올리는거말고도 범죄자 폰에 저장돼있던 번호로 단체문자돌렸음좋겠음 죄목이랑 같이ㅋㅋ 그래서 딱 어 웬 문자?하고 봤는데 아는애가 성범죄 죄목으로 구금됨 뭐 이런식으로 경찰서에서 문자ㄱㅏ와있는거지 그럼 1년살고나와도 주위사람들 다 알아서 기피하고 소문 다 퍼져버려서 그지역에선 직업도 연애도 못하고 사실상퇴출인거고 이사가면 또 이사한 지역 홈페이지에 사진 이름 나이 죄목 형량 팝업띄워놔야함
"
371041289,"
 되도않는 전자발찌말고 옛날처럼 마빡에 인두로 조져야함 누구나알수있게
"
371041289,"
 난 감옥 민영화하면 좋겠어 징역형 받은 애들은 노역(노동) 해야하는데 우리나라는 꽃 키우고 봉투 붙이기 한대  근데 미국은 민영화해서 상하차 같은데 끌고간다고 함  그래서 미국은 감옥 운영하는 민간 회사가 징역 많이 주라고 법조계에 로비라고 한국은 교도소 자리 모자라니까 집유 많이 주는 분위기래
"
371041289,"
 그물ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 어획하냐곸ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아 진짴ㅋㅋㅋㅋㅋㅋㅋ 난 그럼 올가미로 체포했으면 고통도 줘야함
"
371041289,"
 그물존내웃기네진짴ㅋㅋㅋㄱ
"
371041289,"


													흉악범은 목줄해서 끌고가면 좋겠다											
"
371041289,"


													상상만해도 통쾌하다 ㅋㅋㅋㅋ
ㅅ											
"
371041289,"


													범죄자가 대통령 된다고 지지받고 범죄자의 변명을 베스트셀러 만들어주는 나라인데?											
"
371041289,"

													으이구 무식한 판모지리들. 범죄자 인권이 중요한게 아니라 대한민국 형법사상 자체가 억울한 사람이 안생기게 하자는 거잖아. 뭘 알아야지. 무식한 판모지리들  . 아무튼 참고혀 자 그럼.											
"
371041289,"


													오 좋다 ㅋㅋㅋㅋㅋ											
"
371041289,"


													웬만한 형벌들은 옛날 고대 때부터 다 해왔던 것들임. 그런다고 나아지는 거 없었음. 애초에 수치심 모르고 자란 유형의 범죄자들은 그보다 더한 삶을 살아와서 타격이 없음.											
"
371041289,"


													발목에 차는 수갑 채우고 옷은 하의만 삼베옷으로 (엄청 까슬한거 ㅋㅋ) 입힌다음 상의는 걍 속옷이나 내복차림으로 놔두고 연행하면 좋겠어 계절관계없이.. 아 근데 무조건 모자이크는 하면 안 됨 ㅋㅋㅋ 그리고 존~나게 힘든 단순노동 시키면 좋겠음											
"
371041289,"

													일단 파렴치범은 태형으로 다스려야지. 중범죄도 50대 이상 선고돼고 대여섯대 맞다가 혼절하면 회복기간 몇주 주고 다시 맞다가 평생 발기도 안되고 하다보면 깜빵 별 다는 걸로 쎈척하고 그러지 않겠지.											
"
371041289,"


													그런건 니가 쓰는 아이돌 빙의글에나 올려라 솔직히 말해봐 빙의글 보다가 수치스러운 글 보고 아 나도 당하고 싶다 이런 생각인데 판에 그렇게 글쓰면 자존심 상하고 비웃음 당할까봐 돌려서 쓴거 아니냐 ㅋㅋ											
"
371041289,"

													재먼저 결혼식 올리구 경제적인 지원 줘야찌ㅋㅋㅋㅋ 파리스 오빠 예식장 예약 해줭ㅋㅋㅋㅋ 나는 뭐 축의금만 내고 안가야찌ㅋㅋㅋㅋ											


 "
371041289,"


													댓3개쓴거 다 베플됨 오졌다;; 로또사러간다											


 "
371041289,"


													강력범죄자들은 좁은 1인실에서 생활하고 원하면 국민들이 cctv로 실시간 감시할 수 있게 했음 좋겠음. 그리고 쓰레기 차에 수갑 연결해서 아침에 쓰레기 수거하고 오후엔 음식물쓰레기랑 재활용 분리하고 세척하는 일을 시켰음 함.											
"
371041289,"


													쥐덫 발에 끼워											
"
371041289,"

													죄짓는 놈들은 수치란걸 모름.											
"
371041289,"


													거미줄에 포획된 파리마냥 밧줄로 칭칭감고 머그샷 얼굴.  전체샷 촬영후 경찰서 앞에 대롱대롱 메달아놓고 인터뷰, 심경묻기 원츄, 생중계로!!!											
"
371041289,"


													수능 다가오니 별 이상한 글이 다 올라오네											
"
371041289,"

													범죄자들은 인권이 없기때문에 성범죄자들은 다 벗기고 딜도로 박아야함
살인자들도 남녀할거없이 다 벗겨서 동영상 찍어서 수치스러워하는모습 다 뿌리는거임											
"
371041289,"


													아 죄수복으로 이런 거 입히라고 ㅋㅋ											


 "
371041289,"


													찬성											
"
371041289,"


													우리나라처럼 범죄자들 인권보호해주고
온갖 이유로 형량 낮춰주는 나라도 없을거임
그에 반해 피해자는 평생 고통 안고가고
주변에 소문다나고 트라우마까지 생겨서
일상생활힘들고 자기 목숨까지 버리려고하지.
도대체 누구를 위한 법인지 모르겠음
극악범들 때문이라도 사형제도가 다시 부활해야하고 
음주든 뭐든 형량 강하게 때려야됨
지금처럼 솜방망이 처벌만 해대니 
법우습게 알고 반복적인 범죄가 계속 일어나는건데 
왜 누구를 위해서 형량을 높이지 않을까…? 
보는사람들이 얼마나 답답하면 체포할때 수치라도
주자는 말이 나오는지.. 
제발 사형제도 부활시키고 모든법에 형량좀 강화해라
외국은 몇십년 때려버리는것만 봐도 속이 다 시원하다.											
"
371037694,YG는 걍 리사 싫어하는듯
371037694,"




										
										와.. 늦덕인데 이거 진짜야!?


그래서 리사 음반만 서클차트에서 2022년 2월 이후 판매량 계속 0으로 잡히고 있대..

제니, 로제, 지수는 계속 판매량 잡히고 있음..

와쥐.. 리사한테 이러는 이유 아는 사람??

블핑 블랙핑크 리사 로제 제니 지수									




"
371037694,"
 여돌솔로최초 밀리언셀러 지수 밀어주려고 했나보지. 앨범 종수도 혼자 5-6종아닌가. 로제 1종 리사 2종,, 리사 작년에 80만장 넘겼으면 지금쯤 백만장 팔았을거 같은데 판매량을 아무도 모르네
"
371037694,"
 약국 시 ㅂㅏㄹ넘이지 진짜 저런식으로 리사한테 쓰레기짓 엄청함
"
371037694,"
 리사한테만 유독 저 ㅈㄹ한 이유가 뭘까ㅌㅋㅋㅋㅋㅋ진지하게 회사에 리사 안티 있는거 아님?
"
371037694,"
올팬인데 이건 진짜 왜이러는지 궁금함..
"
371037694,"
 ㄹㅇ 리사한태 유독 읭?스러운짓 겁나 했음
"
371037694,"
 리사퀴 그만해라 지수 건드리지마
"
371037694,"

													초기 출하량에서 재고가 엄청 발생해서 그동안 그 재고 내에서 판매가 이루어 지고 있던거라고 생각하면 말이 됨 써클 판매량 변동이 없다는 팬들 말 들어봐도 기존 써클차트 기록조차 실제 판매량과는 괴리가 크겠다는 생각만 드는데? 리사팬들은 쪽팔리지도 않나 왜 재고를 자랑하고 다녀?											
"
371037694,"


													마약 권했는데 안 하기라도 함? 왤케 미운털 박혔음											
"
371037694,"


													매장으로 보내는 거랑 써클에 안잡히는 거랑 뭔 상관이야? 써클은 원래 매장 출하량 집계하는 차트 아님?											
"
371037694,"


													solo 를 solf로 만드셨는걸..											
"
371037694,"


													원래 와이지는 소속사 양아치 같았음 리사 탈출했으면 꼭!!											
"
371037694,"


													yg걍 넘 싫다.. 이제보니까 아르노가 구세주였네 리사 입장에선											
"
371037694,"


													저러고도 재계약은 하겠다고 설치는 오이지 진짜 양아치											
"
371037694,"


													이래놓고 YG재계약 바라는건 좀..ㅋ 블랙핑크 유지하고 yg는 나가는게 맞다고봄 리사한테만 너무 박함											
"
371037694,"


													지수 솔로 망할까봐 최초밀리언셀루 타이틀 주려고 못하게 막았나보지											
"
371037694,"

													차라리 써클 음저협이 리사 보이콧 한다고 주장해라ㅋㅋㅋㅋ 일단 출하된건 다 수량에 찍힌다니까?											
"
371037694,"


													ㅁㄷ아ㅋㅋㅋㅋ 걍 저 밑에 있는 댓글 끌올할게ㅋㅋ>>악개들아 KOMCA 인지 붙여서 앨범이 나오는 이상 일단 소속사 밖으로 나가는 앨범량은 다 찍히게 돼 있음 소속사가 인지를 대량으로 사들여서 사재기로 인해서 실제보다 많이 찍힌다면 차라리 그게 그나마 말이 되지 실제보다 적게 찍히지는 않는다는 말임 고로 너네 하는 말은 걍 정병 음모론임											
"
371037694,"


													할말없으니 ㅎㅇㅌ ㅇㅈㄹㅋㅋㅋㅋㅋ 니본진 대입해도 ㅈㄴ 말 안되고 싫으니 반박 ㅈ도 못하지 그대로 부메랑 처맞길 바랄게 ㅎㅇㅌ!!											
"
371037694,"

													느그 언니 앨범 재고 자랑 ㅎㅇㅌ!											
"
371037694,"


													다른맴이랑 똑같이 해달라는게 어려운부탁도 아닌데.. 니본진도 선주문 이후 제작 앨범 매장 보내고 1년째 판매량 업뎃도 안되면 개거품 물거면서.. 리사팬은 이런 것도 말 못하게하네. 올팬도 이러는 이유 모른다잖아.. 개선 돼야할 건 개선돼야 재계약 명분이라도있지 망상 ㅇㅈㄹ하며 악개짓할필요가 전혀 없어보이는데..											
"
371037694,"


													장병들 이런일에도 소속사편 드는거 심보가 너무 티난달까ㅋㅋㅋ니년들 언니도 똑같이 당하길 바람											
"
371037694,"


													써클 한터 이런거 몰라서 가만히 있긴 했지만 아 몰라 이거 해결좀 됐음 싶은데 와이지유통사라 조작했으면 쟤네가 사기 쳐도 뭐 어떻게 할 수 있는 부분이 있나 암튼 해결됐음 좋겠다 그리고 무엇보다 리사가 빨리 ㅈ이지를 떠나길 바랄뿐											
"
371037694,"


													리사정병들 꼭 할 말 없으면 다문화/동남아라이팅 지림ㅋㅋㅋㅋㅋ미안한데 살면서 동남아인들을 본 적이 없단다 정병아ㅠㅠ											
"
371037694,"


													오늘도 한국사는 똥남인들이 발악하는군아											
"
371037694,"


													리사 나간다는 찌라시만 돌아도 와이지 주가 폭락╋외신들 기사 쏟아짐ㅇㅇ그러게 있을 때 좀 잘해주지 리사한테 ㄷㅅ같은 짓 좀 그만하고 와이지야ㅎㅎ											


 "
371040158,뉴진스 하니 구찌에서 금발한거 봤어..? 미쳤 음ㄹㅇ
371040158,"














아니...진짜 개핫해서 충격이누..
 넷플릭스 나와줘....									




"
371040158,"
 금발도 이쁘다
"
371040158,"
 오 먼가 하이틴 느낌 난다
"
371040158,"
 핫걸같다
"
371040158,"
 뉴진스는 어려서 그런가 볼때마다 쑥쑥 크네 스타일링에따라 확확 바뀌는구나 핫하다 귀여운줄만 알았는데
"
371040158,"
 이쁘다
"
371040158,"
 이게 뭐냐.... 개심각한데..
"
371040158,"


													얘는 항상 스타일링 할 때마다 다른 사람같아											
"
371040158,"


													ㄴㅈㅇ똥자루											
"
371040158,"


													실물 게티짤											


 "
371040158,"


													하니 진짜 좋아하는데 스타일링 아숩ㅠㅠㅠ 차라리 앞머리 내린 게 더 나았을 것 같음…											
"
371040158,"


													예뿌다											
"
371040158,"


													구찌가 만원짜리로 보인다 진심											
"
371040158,"


													이 사진이 ㄹㅇ충격임..											


 "
371040158,"


													흑발만 해라											
"
371040158,"


													구찌가 이상한걸까? 하니가 이상한걸까? 어도어코디들이 이상한걸까?											
"
371040158,"


													아니 뭐 단점 부각시키는 옷만 입었네											


 "
371040158,"


													금발하니											


 "
371040158,"


													검머하니											


 "
371040158,"


													슈퍼샤이 할때 금발은 가발임?? 찐 염색인거면 금발로 뮤비 찍었다가 색 덮고 몇달 안돼서 다시 금발은 이건 개빡센데...?											
"
371040158,"


													이마 가리는 게 나을 것 같다... 어텐션땐 ㄹㅇ 제일이뻤는데											
"
371040158,"


													실물사진											


 "
371040158,"


													과거사진보면 그냥 머리카락이  심각하게 없음 ㅡㅡ하니랑 해인 이 심하더라~~~   저거 붙임 머리라 뭐 금방 또 검정으로 바꿀듯											
"
371040158,"


													얘 160넘나											
"
371040158,"


													하니는 금발하면 이미지가 완전180도바뀌네 멋있음											
"
371040158,"


													해린도 그렇고 저 오대오가르마 생머리 왜자꾸 하는거임....? 진심 별로야...											
"
371040158,"


													예쁜데 흑발이 더 귀엽고 예쁜듯											
"
371042297,블핑 마이크 로제가 직접 디자인한거래 ㄷㄷ
371042297,"






코첼라 이후로 블핑 이 마이크만 쓰는데 로제가 디자인한 거라고 함.. 미감 미쳤다

+로제 그림 실력(따로 배운적은 없다고 함)

어릴 때 그린 그림
붐바야 헬멧 그림
아무 생각없이 그린 그림들
 




"
371042297,"
 코첼라무대도 로제가 직접 설계해서 셋팅함


 "
371042297,"
 로제 스꾸도 개잘함 꾸미고 그런 데에 소질이 오지는 듯


 "
371042297,"
 마이크 바꾸기 전후


 "
371042297,"
 로제는 그림도 잘 그리고 스꾸도 잘하잖아 미감 타고난듯 마이크 진짜 이쁘다
"
371042297,"
 마이크가 화려해서 화려한 의상에 찰떡임 ㅈㄴ 이뻐


 "
371042297,"


													지수만 보이노... 존예											
"
371042297,"

													파리스 오빠 큐쿠쿠쿠쿠쿠ㅜㅜㅜㅜㅜㅜㅜ 오늘도 엄마 안오넹ㅋㅋㅋㅋ											


 "
371042297,"


													예체능 쪽으로 타고났구나											
"
371042297,"


													옷도 잘입잖아											
"
371042297,"


													로제만 재계약 한 거 맞나부네. 이런 글도 써주고 ㅎㅎ											
"
371042297,"

													로제도 재능충이구나											
"
371042297,"


													취미로만 해야겠네											
"
371042297,"


													인스타만 봐도 미감있어보임ㅋㅋ											
"
371042297,"


													방탄따라하기  쩐다 ㅋㅋㅋㅋ											
"
371042297,"


													와...대단											
"
371042297,"


													재능 ㅆㅅㅌㅊ 부럽다											
"
371042297,"


													이건 yg가 넘 성의없었다											


 "
371042297,"


													미술 해도 성공했겠다..ㄷㄷ											
"
371042297,"


													이제 시작이다 블핑❤️											
"
371042297,"


													못생긴얼굴대신 미적재능을 주셨군											
"
371042297,"


													로제가 지수 꽃 글씨 디자인도 하지않았나? 예체능에 재능있어											
"
371042297,"


													블핑중 로제가 젤 알짜고 돈도 잘벌어 솔로앨범 본인이 디렉팅하고 디자인하고 작사도 함 저작권료가 가수수입에 젤 많이 차지하는거 알지?영작사 가능한 싱어송라이터라서 제대로 터지면 걍 끝남											
"
371042297,"


													인스타 피드 꾸미는거도 ㅈㄴ 잘하던데 그런 감각을 타고난듯											
"
371042297,"


													yg는 가내수공업이라했잖아											
"
371040893,헐.. 하니 진짜 베트남사람처럼 생김
371040893,"











ㅈㄴ 한 6등신같아보이는데									




"
371040893,"
 넌 진짜 전형적인 한국여자 여초 쿵쾅언냐?같아 ㅠㅠ
"
371040893,"
 누가봐도 햇빛 심하게 받아서 이목구비 다 날아가고 못나온 짤 가져다가 애쓴다 ㅋㅋㅋㅋㅋ 현실은 하니 좋아하는 사람들 널렸는데 ㅋㅋ


 "
371040893,"
 현실은 니가 8등신이라고 쳐도 하니가 너보다 수천배는 가치있고 사랑받는 인생임... ㅠㅠ 넌 얼굴도 몸매도 다 쳐망한 개찐따 인생이지만 하니는 어린데 벌써 성공한 뉴진스임...
"
371040893,"
 베트남 사람 맞긴한데 니 의도는 너무 인종차별적이라 걍 혐오스럽다! 멋지다 판녀~
"
371040893,"
 판녀가 하니를 까는건 너무 꼴깝이다...
"
371040893,"
 개못생겼다 진짜 어떻게 연예인 됐는지 신기
"
371040893,"


													같은 아시안이면서 동남아 인종차별 ㅈㄴ하고 뭐가 잘못된지 모르는 애들 개멍청해보임 그리고 하니한테 그런말해봤자 쟨 걍 ㅈㄴ 예쁘고 돈도 많은앤데..											
"
