단어,포함된 문장
글삭,어제  유진이 안이뻐보인다고  쓴글  댓 300개정도 되었는데...오늘보니 글삭하고 튀었네...난 그 글 난리난거보고  염색은 원영이가 해서 화제성 더 있을거라 생각했는데 유진이 글이 화제성 많아서 놀랐었는데...여기도 비슷하네...
글삭,글 내용만 지우지 말고 글삭 좀 하시고가세요
글삭,욕겁나 쳐먹으니 결국 점하나찍고 글삭쳐했네 심보곱게 쳐먹으세요 아줌마야
남트,남트베계란꽃 
냉터뷰,더 이뻐졌더라 냉터뷰........ㅠㅠㅠ
뉴진스,카리나 대박 예뻐    에스파 카리나 지젤 닝닝 윈터 권은비 엔시티 레드벨벳 엑소 라이즈 제배원 더보이즈 스테이씨 아이브 몬스타엑스 엔하이픈 세븐틴 르세라핌 뉴진스 투바투 방탄 트레저 블랙핑크 소미 악뮤 케플러   
뉴진스,뉴진스 하니 구찌에서 금발한거 봤어..? 미쳤 음ㄹㅇ
뉴진스, 뉴진스는 어려서 그런가 볼때마다 쑥쑥 크네 스타일링에따라 확확 바뀌는구나 핫하다 귀여운줄만 알았는데
뉴진스, 현실은 니가 8등신이라고 쳐도 하니가 너보다 수천배는 가치있고 사랑받는 인생임... ㅠㅠ 넌 얼굴도 몸매도 다 쳐망한 개찐따 인생이지만 하니는 어린데 벌써 성공한 뉴진스임...
뉴진스,뉴진스 정체성♡하니♡  춤선최고
뉴진스,하이브 바이럴은 조선족 정치바이럴들이라서 말하는것도 본데없고 무식함 뉴진스 적자난거 어케 메꿀지나ㅇ걱정해ㅜ
뉴진스,이게머냐 실체 다드러나네 뉴진스에서5선발인 이유가있지 얘는 다문화애들 조작질로 올려친거지 모든 지표 꼴지임 
뉴진스,"얘네ㅋㅋㅋ뉴진스 못이기니까 ""헤메코 이상해..이상무새""로 여론인척 계속 와서 댓글 다는거.. ""투바투 하이브 엔하이픈도 앰버서더 따니까 ""안어울려..회사가 꽂아줬지 융앵웅""이러더니 ;; ╋ 음부장 ㅈㄴ 역겨움... "
뉴진스,뉴진스 좋아하는데 성인도 아니고 너무 어린애들한테 명품도배 시키는건 진짜 안어울리긴함.. 풋풋한 느낌 1도 없고 엄마옷 입은 느낌
뉴진스,뉴진스 무대의상들은 예쁜데 행사장 의상들은 진짜 누가 코디하는거야..??
뉴진스,엠카운트다운 뮤직뱅크 음악중심 인기가요 더쇼 쇼챔피언 중에 어디가 제일 좋음?방탄 투바투 엔하이픈 르세라핌 세븐틴 뉴진스 악뮤 위너 소미 있지 스키즈 스테이씨 몬스타엑스 아이브 엔시티 에스파 제배원 라이즈
뉴진스,뉴진스해린 허리
뉴진스,"장원영 예쁘다고 하면 어릴 때 사진까지 가지고 와서 까고 성형했다 못생겼다 중국 어쩌고 저쩌고…다른 아이돌 못 나온 사진 가지고 와서 채원 성형은, 사쿠라는, 어쩌고 저쩌고… 비교하고 ㅋㅋ 너네도 꼭 주변인들 사이에서 외모로 성적으로 나열되길 바랄게카리나 공항만 가면 옷이 어떻고 몸매가 어떻고윈터 인중 개길다면서 팬코인 척 오지게 하고…내가 오늘 본 연예인 욕 글 중 극히 일부임댓글은 더더욱 많고 성희롱은 말할것도없음 미성년자한테도 걍 함다들 자기한테 문제 없다고 생각해..?진지하게 생각해봐가끔 판 들어와서 톡선 간 것만 읽고 가는 사람인데 원래 재밌었거든? 근데 진짜 역겹다 너네…그렇게 남을 까야겠어? 남을 까면 뭐가 좀 달라져?? 열등감 해소를 남 까는 걸로 하지마 남 까는 걸 재미로 느끼지마연예인은 인간도 아니야??? 초등학교 때 입장 바꿔 생각하기 안 배웠어? 연예인들 본인이 보거나 가족, 지인이 보면 어떨 거 같아? 머리는 생각하라고 있는거야현실에서 할 수 없는 말은 인터넷 상에서 하지마 너네가 그렇게 까도 너네는 여전히 못생겼고 찐따고 무표정한 얼굴로 연예인들 욕하고 누가 동조해주면 실실 웃는, 그런 그정도밖에 안되는 사람이야그에 반면 연예인들은 너네가 남들 깔 시간에 자기관리하고 노력해서 돈 인기 누리는 사람들이고. 남 상처 주는 일에서 재미를 느끼지 말고 너나 열심히 살아정말 창피해이 글 많이 봤으면 좋겠는데 서치를 뭘 넣어야하는지 모르겠다 다들 똑바로 살아아이브 장원영 레이 이서 가을 안유진 리즈 르세라핌 사쿠라 채원 김채원 에스파 카리나 윈터 닝닝 지젤 방탄소년단 세븐틴 엔시티 블랙핑크 제니 지수 리사 로제 아이들 소연 민니 미연 슈화 우기 뉴진스 하니 민지 혜인 해린 다니엘 악뮤 아이유 태연"
뉴진스해린,뉴진스해린 허리
다른걸,내지인이 가서 두곳에서 해봤는데 다다르게말하거나 말했다가 갑자기 다른걸로 변경해서 이거라고 막그냥 멋대로 하더래
다른걸,다른걸로 경쟁력이 없잔아
다른걸,저는 뒷정리까지 히는게 요리의 완성이라고 생각해요. 누군들 이쁘게 셋팅하는걸 안조아하나요..효율적으로 하고싶으니 중간중간 정리하면서 최대한 간단하게 식기 쓰려고 하는거죠. 너무 두분이 다르긴 한데 식기사용이 그정도로 차이가 나면 그냥 내가 설거지 하몀 될일이지 그게 싸울일인가요?? 설거지 하나로 나 너 싸우는거 제일 이해안감. 그것도 못해줄려면 왜 결혼함. 살면서 할일이 한두개인가..내가 요리 밥 설거지 다 하면 남편도 당연히 다른걸 해주겟죠 이불정리 쫌만 더 신경써줘 말하고 협의본다던가. .. 어느정도 양보할생각해야지 저렇게 사소한걸로.. 누가 늦게 일어났건 내가 정리좀 해주면 어때-난 이렇게 생각했지만.. 남편이 싫다는거 억지로 바꾸지말고 잘하는걸 시켜요
달고사,아이디 많기로 유명한 판놈 개저씨 또 왔네ㅋㅋ 저 새끼 입에 여적여달고사는 개저씨인데 아이디 300개가 넘음 매일 지가 망해가는 판 살리려고 어그로글 싸질러서 베플 조작하고 파생글까지 다 쓰고다님ㅇㅇ 베플 조작하는 수준보면 여성혐오가 주특기고 한남 쉴드치면서 여적남이나 남적남은 존재하지않는다 여자만 여자팬다 ㅇㅈㄹ하고다니는 조현병 개저씨임ㅋㅋ 펨코 일베 이종댓글 캡쳐해오면 놀라서 재기하시겠다 
댓삭,아이디 300개 넘는 개저씨야 어그로 끌면서 여혐하는 니 하루일과 안 지겹냐? 이래서 판놈들이 한.남.충 소리나 듣지 댓삭은 왜 하고다녀 찌질하게ㅋㅋ 
돈라,"망한 건 아니지만 개인적으로 술래잡기, 돈라이, ttt 처럼활동적이고 웃긴 그런 거 보고 싶음"
동남아삘,응 조카 별로. 동남아삘 ㅋㅋㅋㅋ장원영 예쁜얼굴인거 백번 인정 하는데 흑발이나 톤다운 된 색이 훨씬 잘어울림.금발 얼굴톤이랑 안맞고 촌스러움
두어요,글쓴이 흔들리지마요. 저남자 평생 지네엄마 원망하게   지네엄마가 글쓴이한테 그런말할때 중간에서 뭐라도했어야지 이사태가 오게 만듬...저아줌마도 애지중지한테 키운 지 아들한테 평생 원망 받게 냅두어요
딸집,"저도 폭력적이고 불륜까지 저지른 친정아버지와 그속에서 평생 살아가는 엄마가 불쌍해서 참고 있는데 엄마가 남편과의 그런 문제를 자식에게 쏟아내고 그게 집찹으로 바뀌어 지금 결혼한지 15년째인데도 힘이 듭니다.연락을 안했다가도 내가 그래도 참아야지 하는맘에 또 연락하고 그러다 또 쌍욕듣고 본인 요구대로 안하면 그때부터 더러운×, 씨××등등의 폭언을 밷어냅니다.결혼한 딸집 일에 하나부터 열까지 집착하고 관여할려합니다.  그걸 차단할때는 무시무시한 욕설까지남동생이 혼자서 그집에서 그걸 감당하고 있습니다.오늘 이글을 읽으니 더 마음이 힘드네요"
레드릭,"1. 세계적 배틀러 윤지 왁씨가 부리더도 아니고 미들계급(이건 근데 둘이 워낙 세트로 시너지가 나서 붙여놓은 듯)2. 찐 막내 쎄라 루키x 계급미션도 빠짐3. 정작 루키인 벅키는 루키처럼 생겨서 모니카보다도 나이많고 스크릿 크럼프씬에서 개레전드; - 37세4. 그 루키 벅키는 모니카 립제이 허니제이 리헤이 댄서였던 다듀 뱀 코레오 짬 - 최소 코레오 경력도 10년임;; 모니카한테 팝핀도 가르친 사람5. 리더 펑키와이는 존재감 마네퀸에서 제일 희미함..배틀러 왁윤 천만쎄라 레드릭 벅키 존예로움과 존재감에 비해 기억남은게 거의 없음 ㅜ(이건 근데 엠넷에서 편집 ㄱ같이해서 그런걸지도)6. 근데 단체안무 퀄리티는 또 기가 막힘ㅋㅋㅋㅋㅋㅋ괜히 리더가 아냐 디렉 끝내주게 보는듯이렇게까지 요상한 팀 스우파 1, 2 스맨파 통틀어서 없었다고 본다..... 짤은 맏을수없는 최연장자 벅키 "
레드릭,계급미션은 일부러 전략적으로 배치한것같던데 윤지왁씨는 같이있어야 시너지나니까 미들로 보낸거같고 쎄라는 코레오 경험 많이 없으니까 빼고 대신 코레오 짬 좀 있는 레드릭 벅키를 부리더랑 루키로 뺀거같음. 짬 제일 굵은 벅키를 루키로 보내서 점수 몰아오려던 큰그림 아니었을까 싶음
레드릭, 춤출때 간지가 미쳐서 ㅈㄴ설렘ㅋㅋ 특히 레드릭이랑 배틀하는거 미침
레드릭,레드릭이랑 배틀한거 안봤으면 꼭 봐보셈
레드릭,춤출때 간지가 미쳐서 ㅈㄴ설렘ㅋㅋ 특히 레드릭이랑 배틀하는거 미침
류지니, 류지니랑 일본콘때 밤에 시간보내고 와서 정신못차리고 유니버스 무대 ㅊ말아먹었노?
리사팬,초기 출하량에서 재고가 엄청 발생해서 그동안 그 재고 내에서 판매가 이루어 지고 있던거라고 생각하면 말이 됨 써클 판매량 변동이 없다는 팬들 말 들어봐도 기존 써클차트 기록조차 실제 판매량과는 괴리가 크겠다는 생각만 드는데? 리사팬들은 쪽팔리지도 않나 왜 재고를 자랑하고 다녀?
리사팬,다른맴이랑 똑같이 해달라는게 어려운부탁도 아닌데.. 니본진도 선주문 이후 제작 앨범 매장 보내고 1년째 판매량 업뎃도 안되면 개거품 물거면서.. 리사팬은 이런 것도 말 못하게하네. 올팬도 이러는 이유 모른다잖아.. 개선 돼야할 건 개선돼야 재계약 명분이라도있지 망상 ㅇㅈㄹ하며 악개짓할필요가 전혀 없어보이는데..
립제,"1. 세계적 배틀러 윤지 왁씨가 부리더도 아니고 미들계급(이건 근데 둘이 워낙 세트로 시너지가 나서 붙여놓은 듯)2. 찐 막내 쎄라 루키x 계급미션도 빠짐3. 정작 루키인 벅키는 루키처럼 생겨서 모니카보다도 나이많고 스크릿 크럼프씬에서 개레전드; - 37세4. 그 루키 벅키는 모니카 립제이 허니제이 리헤이 댄서였던 다듀 뱀 코레오 짬 - 최소 코레오 경력도 10년임;; 모니카한테 팝핀도 가르친 사람5. 리더 펑키와이는 존재감 마네퀸에서 제일 희미함..배틀러 왁윤 천만쎄라 레드릭 벅키 존예로움과 존재감에 비해 기억남은게 거의 없음 ㅜ(이건 근데 엠넷에서 편집 ㄱ같이해서 그런걸지도)6. 근데 단체안무 퀄리티는 또 기가 막힘ㅋㅋㅋㅋㅋㅋ괜히 리더가 아냐 디렉 끝내주게 보는듯이렇게까지 요상한 팀 스우파 1, 2 스맨파 통틀어서 없었다고 본다..... 짤은 맏을수없는 최연장자 벅키 "
립제," 펑키와이가 배틀로 약한거지 구성력, 결단력은 엄청 좋음 댄나 때부터 그랬었음 멤버들도 그런 판단력 때문에 리더로 인정한 것 같은데 자꾸 무능력 프레임 안 씌웠으면.. 모니카 립제이 같은 케이스라고 생각하면 됨"
립제, 펑키와이가 리더쉽이 좋나보지 시즌1도 라치카에서 단순 실력╋커리어만 보면 리안이 가비보다 위였음 프라우드먼도 솔직히 실력으론 립제이가 위고
립제,"꼭 실력 1위가 리더는 아님 원밀도 하리무가 실력 2위는 아닌데 부리더 계급이더만 시즌1때도 가비,모니카보다 리안,립제이가 실력만 보면 팀내 1위였음 원트도 커리어만 보면 로잘린이 탑이었음"
립제,펑키와이가 리더쉽이 좋나보지 시즌1도 라치카에서 단순 실력╋커리어만 보면 리안이 가비보다 위였음 프라우드먼도 솔직히 실력으론 립제이가 위고
립제,"펑키와이가 배틀로 약한거지 구성력, 결단력은 엄청 좋음 댄나 때부터 그랬었음 멤버들도 그런 판단력 때문에 리더로 인정한 것 같은데 자꾸 무능력 프레임 안 씌웠으면.. 모니카 립제이 같은 케이스라고 생각하면 됨"
모든법,우리나라처럼 범죄자들 인권보호해주고온갖 이유로 형량 낮춰주는 나라도 없을거임그에 반해 피해자는 평생 고통 안고가고주변에 소문다나고 트라우마까지 생겨서일상생활힘들고 자기 목숨까지 버리려고하지.도대체 누구를 위한 법인지 모르겠음극악범들 때문이라도 사형제도가 다시 부활해야하고 음주든 뭐든 형량 강하게 때려야됨지금처럼 솜방망이 처벌만 해대니 법우습게 알고 반복적인 범죄가 계속 일어나는건데 왜 누구를 위해서 형량을 높이지 않을까…? 보는사람들이 얼마나 답답하면 체포할때 수치라도주자는 말이 나오는지.. 제발 사형제도 부활시키고 모든법에 형량좀 강화해라외국은 몇십년 때려버리는것만 봐도 속이 다 시원하다.
백만배,금발 생각보다 너무 별론데 흑발이 진심 백만배 낫다
뱅투,울플러 뱅투루트라 탈배가는 족족 살아남아서 생방갈듯
벅키,"1. 세계적 배틀러 윤지 왁씨가 부리더도 아니고 미들계급(이건 근데 둘이 워낙 세트로 시너지가 나서 붙여놓은 듯)2. 찐 막내 쎄라 루키x 계급미션도 빠짐3. 정작 루키인 벅키는 루키처럼 생겨서 모니카보다도 나이많고 스크릿 크럼프씬에서 개레전드; - 37세4. 그 루키 벅키는 모니카 립제이 허니제이 리헤이 댄서였던 다듀 뱀 코레오 짬 - 최소 코레오 경력도 10년임;; 모니카한테 팝핀도 가르친 사람5. 리더 펑키와이는 존재감 마네퀸에서 제일 희미함..배틀러 왁윤 천만쎄라 레드릭 벅키 존예로움과 존재감에 비해 기억남은게 거의 없음 ㅜ(이건 근데 엠넷에서 편집 ㄱ같이해서 그런걸지도)6. 근데 단체안무 퀄리티는 또 기가 막힘ㅋㅋㅋㅋㅋㅋ괜히 리더가 아냐 디렉 끝내주게 보는듯이렇게까지 요상한 팀 스우파 1, 2 스맨파 통틀어서 없었다고 본다..... 짤은 맏을수없는 최연장자 벅키 "
벅키,계급미션은 일부러 전략적으로 배치한것같던데 윤지왁씨는 같이있어야 시너지나니까 미들로 보낸거같고 쎄라는 코레오 경험 많이 없으니까 빼고 대신 코레오 짬 좀 있는 레드릭 벅키를 부리더랑 루키로 뺀거같음. 짬 제일 굵은 벅키를 루키로 보내서 점수 몰아오려던 큰그림 아니었을까 싶음
벅키,벅키 뮤지컬배우 정선아 닮았다 생각했는데 뮤배로도 2년 활동했다더라 뮤배도 잘어울리지 않냐 얼굴이
벅키,벅키 제실력을 못보여준건가 설명만큼은 아니던데
벅키,벅키 권은비느낌나지않음? 닮은거같애
범진보,"아마 진보쪽 인사일 가능성이 더 높다고 봐야함. 지금 서울시 교육감은 진성진보 그 자체임. 게다가 더민주는 이재명 이슈때문에 어떻게든 국힘쪽 도덕적 해이 이슈를 꺼내야 범진보 정치권이 살아나는 상태임. 만약 전국민적 분노 이슈인 서이초에 보수가 묻어있으면 벌써 까발려서 정쟁이슈화 하고도 남았음. 아직도 안터진다는건 정치권 자체가 안묻어있고 다만 돈있는 집안이거나, 아니면 진보쪽 아주 쎈 인사이거나 둘중 하나임."
별의별걸,별의별걸 다 분석하네
보넥,보넥도 잘 노는 남자애들 아니네
본사람,고기도 먹어본사람이 잘먹는다고 임신도 해본년이 잘하나보다?톡보내고 차단하세요
뻔뻐,뻔뻐하다 뻔뻔해
서클차트,"와.. 늦덕인데 이거 진짜야!?그래서 리사 음반만 서클차트에서 2022년 2월 이후 판매량 계속 0으로 잡히고 있대..제니, 로제, 지수는 계속 판매량 잡히고 있음..와쥐.. 리사한테 이러는 이유 아는 사람??블핑 블랙핑크 리사 로제 제니 지수"
성한빈,피해자 교사는 범죄충격+학부모의 2차가해 때문에결국 학교 그만둠장원영 안유진 아이브 제니 지수 아이린 더보이즈 영훈 엔하이픈 성훈 스트레이키즈 현진 필릭스 라이즈 원빈 성찬 소희 앤톤 성한빈 장하오 한유진 정재현 해찬 태용 정우 도영  
